Age,Gender,Education Level,Job Title,Years of Experience,Salary
43,Female,Master's,Backend Developer,1,100162.99
40,Female,PhD,Account Manager,10,116860.43
50,Female,PhD,Content Writer,0,63386.18
38,Male,PhD,Marketing Manager,7,126498.11
35,Female,PhD,Marketing Manager,1,100514.41
37,Female,Master's,Graphic Designer,12,107264.49
59,Female,Master's,Graphic Designer,20,128924.82
28,Male,Bachelor's,Research Scientist,5,76656.57
31,Male,High School,Supply Chain Manager,2,25000
29,Female,Master's,Business Analyst,5,93131.93
30,Female,Bachelor's,Sales Manager,4,77822.65
27,Male,Master's,Financial Analyst,2,91799.42
25,Male,High School,Customer Service Manager,1,51774.57
57,Female,Master's,Software Engineer,31,166054.17
53,Female,Master's,Customer Service Manager,24,132824.68
55,Female,Master's,Machine Learning Engineer,21,142983.22
45,Female,Master's,Financial Analyst,6,92438.38
51,Female,PhD,Business Analyst,18,130266.67
32,Male,PhD,Business Analyst,3,118774.73
27,Female,Bachelor's,Project Manager,1,56221.05
28,Female,High School,Data Engineer,9,73474.38
28,Female,High School,Account Manager,2,47033.89
60,Female,Master's,Project Manager,24,153477.56
39,Male,PhD,Software Engineer,1,104466.52
37,Male,Bachelor's,Business Analyst,11,91770.98
46,Female,Bachelor's,Data Scientist,3,101576.58
37,Female,Bachelor's,Product Manager,5,80962.99
44,Male,Master's,Customer Service Manager,9,89463.12
42,Female,PhD,Financial Analyst,10,126073.6
18,Male,High School,Full Stack Developer,0,59323.71
31,Male,Bachelor's,DevOps Engineer,1,68541.54
33,Female,PhD,UX Designer,4,113962.56
35,Female,Master's,Business Analyst,6,100069.01
55,Male,Master's,Full Stack Developer,3,112135.95
34,Female,High School,Supply Chain Manager,13,88685.13
36,Female,Bachelor's,Frontend Developer,14,88206.48
48,Male,PhD,HR Manager,13,130557.61
28,Female,PhD,Data Scientist,0,126743.19
33,Male,Master's,Software Engineer,7,113039.56
44,Male,Master's,Data Scientist,20,155785.63
30,Female,Bachelor's,Sales Manager,1,60977.64
53,Male,Master's,Product Manager,21,136531.83
29,Female,Bachelor's,Data Engineer,3,81169.19
33,Male,High School,HR Manager,5,53129.05
46,Male,Master's,Data Engineer,22,154145.11
39,Male,PhD,Account Manager,11,111323.77
43,Male,PhD,Supply Chain Manager,11,118978.74
46,Male,Master's,Financial Analyst,21,141476.41
42,Male,PhD,Data Engineer,11,149922.34
22,Female,Bachelor's,Full Stack Developer,0,66076.05
44,Male,Bachelor's,Financial Analyst,7,66745.66
55,Female,PhD,Data Scientist,2,129806.56
35,Male,High School,Data Engineer,14,79417.14
46,Female,Bachelor's,Product Manager,19,117569.26
46,Male,Bachelor's,Software Engineer,1,59550.82
35,Female,PhD,Product Manager,2,114336.57
33,Male,Bachelor's,Full Stack Developer,11,111259.19
44,Female,PhD,Full Stack Developer,8,146157.16
32,Male,Master's,HR Manager,2,88231.38
31,Male,Bachelor's,Content Writer,2,57596.48
33,Male,Master's,Customer Service Manager,5,83016.47
33,Female,Bachelor's,Machine Learning Engineer,11,109262.4
37,Male,Master's,Machine Learning Engineer,5,119287.94
52,Male,Bachelor's,Data Analyst,27,130422.42
26,Female,High School,Business Analyst,6,48630.42
25,Female,High School,Graphic Designer,0,25213.12
31,Male,Master's,Software Engineer,5,124464.43
25,Male,High School,Machine Learning Engineer,6,58944.96
49,Female,Master's,Graphic Designer,7,76911.68
48,Female,Master's,Supply Chain Manager,2,82222.62
44,Male,Master's,Sales Manager,8,107717.94
29,Female,High School,Supply Chain Manager,1,38894.03
45,Female,Master's,Software Engineer,13,133193.4
30,Male,High School,Operations Manager,9,54903.18
35,Female,Master's,Software Engineer,0,106582.84
23,Male,Bachelor's,Backend Developer,1,82978.19
33,Male,High School,Supply Chain Manager,3,42497.63
22,Male,High School,HR Manager,2,27970.65
53,Female,PhD,Machine Learning Engineer,14,162193.46
34,Male,High School,Data Analyst,15,80730.92
42,Male,PhD,Marketing Manager,1,114996.53
52,Male,PhD,Frontend Developer,21,173682.0
62,Female,PhD,Financial Analyst,26,171117.87
41,Male,Bachelor's,Account Manager,6,78750.92
43,Male,Master's,Data Engineer,6,116221.75
35,Male,Master's,Marketing Manager,3,93897.7
29,Female,High School,Full Stack Developer,0,46650.49
45,Female,PhD,Project Manager,9,114495.44
22,Female,High School,Machine Learning Engineer,3,58084.65
43,Female,Master's,Full Stack Developer,17,131528.52
47,Female,PhD,HR Manager,2,106080.9
50,Male,PhD,Business Analyst,13,133550.41
43,Female,PhD,Customer Service Manager,11,106635.17
52,Male,Bachelor's,Operations Manager,6,71264.57
39,Female,PhD,Data Analyst,7,100315.12
29,Female,High School,Financial Analyst,2,44148.24
53,Male,Master's,Sales Manager,23,138550.09
46,Male,Master's,Data Engineer,3,105629.98
49,Male,Bachelor's,Data Analyst,9,90008.56
42,Female,Master's,Account Manager,16,97057.22
55,Female,PhD,UX Designer,7,128479.1
42,Female,Master's,Customer Service Manager,7,81105.27
31,Male,Master's,Network Engineer,6,104361.4
38,Female,Bachelor's,Project Manager,8,82936.75
44,Male,PhD,Marketing Manager,0,120822.94
25,Female,Bachelor's,Marketing Manager,2,58317.93
55,Male,Bachelor's,Financial Analyst,17,100147.24
28,Female,Bachelor's,Marketing Manager,0,65075.67
30,Female,PhD,Project Manager,1,108851.79
36,Female,Master's,DevOps Engineer,4,100059.81
30,Male,Bachelor's,Software Engineer,0,83783.23
27,Female,High School,Project Manager,4,46358.76
25,Male,Bachelor's,Supply Chain Manager,0,59723.08
30,Male,Master's,HR Manager,1,76597.75
50,Female,PhD,HR Manager,16,126145.23
45,Female,Master's,Software Engineer,20,139522.86
24,Female,High School,Customer Service Manager,0,26856.68
59,Male,Master's,Business Analyst,19,123562.64
27,Male,Bachelor's,Research Scientist,0,58421.77
27,Female,Master's,Sales Manager,1,84239.01
24,Male,Bachelor's,Project Manager,0,68118.34
46,Female,PhD,Backend Developer,5,132248.63
38,Female,Master's,Customer Service Manager,10,92437.87
60,Male,PhD,Data Scientist,25,174439.27
33,Female,Master's,Machine Learning Engineer,9,121953.47
22,Female,High School,Frontend Developer,0,42490.76
36,Female,Master's,HR Manager,0,73128.87
27,Male,Master's,Research Scientist,1,96637.64
23,Female,High School,Backend Developer,1,31645.52
49,Female,PhD,Network Engineer,5,113335.28
34,Male,Bachelor's,Data Engineer,3,90123.21
36,Male,Bachelor's,Software Engineer,0,76879.84
24,Male,High School,Financial Analyst,1,48809.27
25,Female,High School,Backend Developer,3,48312.73
31,Female,High School,DevOps Engineer,12,76090.09
32,Female,High School,Marketing Manager,13,72778.29
44,Male,Master's,Sales Manager,7,85421.51
47,Male,Master's,Data Analyst,6,102102.83
38,Male,Bachelor's,Financial Analyst,15,98979.67
24,Male,High School,Data Scientist,2,56927.9
18,Female,High School,Customer Service Manager,0,34550.34
32,Male,Bachelor's,Project Manager,10,92822.87
54,Female,PhD,Graphic Designer,26,152987.62
34,Female,PhD,Content Writer,6,84861.04
50,Male,Master's,Business Analyst,3,79192.3
30,Male,High School,Research Scientist,5,60497.75
37,Male,PhD,Sales Manager,5,106052.8
42,Male,Bachelor's,Operations Manager,19,106712.4
62,Female,PhD,Data Engineer,18,156561.28
37,Male,Bachelor's,Content Writer,15,85488.49
23,Male,High School,Data Analyst,0,48150.76
19,Female,High School,Data Engineer,0,55683.57
31,Female,PhD,Data Scientist,0,131471.47
46,Male,PhD,Account Manager,1,94928.85
46,Female,Master's,Supply Chain Manager,5,94290.95
33,Male,High School,Sales Manager,3,50091.48
44,Male,PhD,Research Scientist,7,138754.39
39,Male,PhD,DevOps Engineer,2,131340.42
30,Female,High School,Graphic Designer,2,32938.78
40,Male,Master's,HR Manager,12,104972.51
34,Female,Bachelor's,Project Manager,4,70061.39
29,Female,PhD,Data Engineer,1,106562.43
26,Male,High School,Sales Manager,7,43688.4
29,Female,High School,Network Engineer,9,55341.03
36,Female,Master's,Full Stack Developer,12,127151.22
35,Female,Master's,Content Writer,6,72417.46
50,Female,Master's,Sales Manager,7,92295.08
59,Female,PhD,Sales Manager,30,178789.84
23,Male,Bachelor's,Machine Learning Engineer,1,85867.36
58,Male,Master's,Account Manager,5,91523.67
31,Female,Bachelor's,Product Manager,9,99936.94
28,Male,High School,Data Scientist,6,66303.68
42,Male,PhD,Frontend Developer,6,129951.66
48,Female,Bachelor's,Graphic Designer,5,62440.9
52,Female,PhD,Graphic Designer,2,85481.09
56,Female,Master's,Product Manager,1,100632.88
24,Female,Bachelor's,Operations Manager,0,69812.45
32,Male,Bachelor's,Sales Manager,1,62352.71
26,Female,Bachelor's,Data Engineer,2,70875.05
29,Male,High School,Backend Developer,8,54205.86
47,Male,PhD,Network Engineer,0,106578.34
34,Female,High School,Research Scientist,10,59269.33
32,Male,Master's,Machine Learning Engineer,0,103157.7
54,Female,Bachelor's,Content Writer,31,115578.97
57,Female,Master's,Content Writer,20,109084.41
46,Female,PhD,Network Engineer,12,138935.83
35,Male,Bachelor's,Product Manager,4,67986.76
49,Male,Bachelor's,Sales Manager,25,124780.76
28,Female,Master's,Sales Manager,0,81062.26
58,Male,Master's,Project Manager,13,112959.93
20,Female,High School,Marketing Manager,1,25000
65,Male,PhD,Content Writer,17,125078.07
35,Male,High School,Financial Analyst,0,50743.71
55,Male,PhD,Supply Chain Manager,13,130412.08
19,Female,High School,HR Manager,0,30507.98
43,Female,Bachelor's,HR Manager,6,70490.41
28,Female,High School,Financial Analyst,2,44746.91
22,Male,Bachelor's,Backend Developer,0,74823.54
19,Female,High School,Research Scientist,1,35247.75
38,Female,PhD,Financial Analyst,7,129882.34
54,Male,Bachelor's,HR Manager,24,111105.0
54,Male,PhD,Data Engineer,23,174219.97
39,Female,PhD,Product Manager,6,137123.18
49,Female,Bachelor's,Network Engineer,17,122444.83
31,Male,Bachelor's,HR Manager,8,88576.06
31,Male,Bachelor's,DevOps Engineer,1,81120.67
34,Female,High School,Customer Service Manager,15,61918.43
30,Female,High School,Machine Learning Engineer,7,68472.42
34,Male,Master's,Content Writer,0,61339.94
39,Male,Master's,Frontend Developer,2,75552.3
32,Male,High School,DevOps Engineer,14,68053.0
65,Male,PhD,Research Scientist,34,196387.67
39,Male,PhD,Customer Service Manager,11,101299.83
47,Female,Bachelor's,Customer Service Manager,12,84481.71
38,Female,PhD,Operations Manager,9,119916.07
22,Female,High School,HR Manager,2,36605.09
43,Male,Bachelor's,Account Manager,10,86141.67
51,Male,Master's,Network Engineer,20,129929.44
23,Female,Bachelor's,Content Writer,1,48805.3
37,Female,PhD,Backend Developer,9,118240.38
32,Female,High School,Full Stack Developer,9,53343.72
35,Female,High School,Project Manager,0,34824.1
60,Female,Master's,Business Analyst,18,115106.66
34,Female,High School,Product Manager,6,53696.39
61,Male,PhD,Machine Learning Engineer,21,188664.81
30,Male,High School,Business Analyst,4,46469.58
54,Male,Bachelor's,UX Designer,25,121341.7
29,Male,Bachelor's,Machine Learning Engineer,0,82669.4
53,Male,PhD,Software Engineer,9,152813.03
39,Female,Bachelor's,DevOps Engineer,17,100389.95
35,Male,High School,Graphic Designer,17,72273.4
28,Female,High School,Graphic Designer,7,53009.58
44,Female,PhD,Backend Developer,3,116952.93
22,Female,Bachelor's,DevOps Engineer,0,73643.88
24,Female,Bachelor's,Supply Chain Manager,2,61485.72
53,Female,PhD,Content Writer,3,88590.85
48,Male,Master's,Research Scientist,9,129351.16
60,Female,Master's,Research Scientist,12,111310.33
51,Male,Master's,Data Engineer,14,114063.64
29,Female,PhD,Sales Manager,0,89890.66
18,Male,High School,Backend Developer,0,49627.27
31,Male,Master's,Business Analyst,0,84684.7
32,Female,Master's,Full Stack Developer,0,94185.42
45,Female,Master's,DevOps Engineer,13,139676.86
37,Male,PhD,UX Designer,2,121073.96
51,Female,Master's,Marketing Manager,27,146634.34
33,Male,Bachelor's,Account Manager,2,64970.77
28,Male,High School,Content Writer,3,31485.16
26,Female,High School,Full Stack Developer,7,57651.6
47,Female,PhD,Graphic Designer,17,129706.52
49,Male,Bachelor's,Product Manager,10,86219.41
36,Male,Bachelor's,Full Stack Developer,5,94230.61
45,Male,Master's,Product Manager,11,102760.95
25,Male,Bachelor's,Machine Learning Engineer,0,80554.07
20,Female,High School,Financial Analyst,2,48927.94
51,Male,Bachelor's,Backend Developer,15,107640.92
44,Female,Bachelor's,Customer Service Manager,17,79433.05
59,Male,Master's,Sales Manager,20,122860.95
32,Male,Master's,Machine Learning Engineer,5,114044.35
34,Female,High School,DevOps Engineer,10,63950.02
28,Male,High School,DevOps Engineer,0,39729.24
29,Female,Master's,Frontend Developer,2,88068.83
37,Male,Master's,Project Manager,5,103457.86
61,Male,PhD,Frontend Developer,18,161979.16
40,Female,PhD,Account Manager,4,107424.77
24,Male,Bachelor's,Full Stack Developer,1,72020.31
29,Female,Bachelor's,Data Analyst,3,67868.64
24,Male,High School,Backend Developer,1,55088.83
26,Male,Bachelor's,Full Stack Developer,2,72763.07
40,Female,PhD,Research Scientist,0,107605.01
28,Male,High School,Frontend Developer,2,48027.15
50,Male,Master's,UX Designer,10,102538.15
21,Female,High School,Backend Developer,0,34645.97
40,Female,PhD,Machine Learning Engineer,4,129961.03
52,Female,PhD,Operations Manager,5,112531.54
27,Male,High School,Machine Learning Engineer,3,63626.93
48,Female,Master's,Business Analyst,20,136994.58
27,Male,Master's,Product Manager,0,104024.27
54,Male,Master's,Research Scientist,7,110712.03
43,Male,Bachelor's,Customer Service Manager,5,68501.88
42,Female,Master's,Machine Learning Engineer,5,122970.32
56,Female,Master's,Operations Manager,19,122883.45
55,Female,Master's,Network Engineer,21,142303.02
55,Male,Bachelor's,Sales Manager,7,80604.91
62,Male,PhD,Project Manager,4,121267.21
50,Male,Bachelor's,Frontend Developer,28,140356.07
40,Male,Master's,Business Analyst,10,104394.19
49,Male,Bachelor's,Data Engineer,15,128921.63
20,Male,High School,Content Writer,0,27275.23
24,Female,High School,Network Engineer,4,41161.06
25,Male,High School,Business Analyst,7,58222.7
60,Male,Master's,Supply Chain Manager,0,82008.53
28,Female,Bachelor's,Operations Manager,3,54014.79
29,Male,High School,Research Scientist,5,66221.65
36,Female,Bachelor's,Data Analyst,13,79089.71
56,Female,Master's,Supply Chain Manager,1,96423.18
36,Female,Master's,Software Engineer,2,103635.54
21,Male,High School,Software Engineer,1,48136.99
52,Male,Bachelor's,Content Writer,9,82295.95
46,Male,Master's,Supply Chain Manager,3,76891.47
58,Male,Master's,Data Scientist,6,120901.09
44,Male,Master's,Project Manager,1,87093.99
32,Female,PhD,HR Manager,2,108644.85
53,Female,PhD,Data Analyst,4,116023.55
64,Male,PhD,DevOps Engineer,15,168249.77
25,Female,Bachelor's,Research Scientist,0,58907.15
33,Female,PhD,Frontend Developer,2,128901.02
27,Female,Bachelor's,Machine Learning Engineer,5,92033.8
64,Female,PhD,DevOps Engineer,11,145651.33
21,Female,High School,Financial Analyst,3,38321.57
22,Male,High School,Full Stack Developer,4,63015.99
39,Male,PhD,Sales Manager,7,109203.89
54,Female,PhD,Financial Analyst,0,106928.7
35,Male,Master's,Machine Learning Engineer,8,127167.31
32,Male,PhD,Account Manager,0,84485.69
48,Male,PhD,UX Designer,20,135343.39
50,Female,Master's,Data Scientist,26,162990.45
31,Male,Master's,Graphic Designer,0,67132.3
41,Female,PhD,Marketing Manager,0,104353.84
54,Female,PhD,Marketing Manager,6,128225.48
26,Female,High School,Frontend Developer,4,46384.44
34,Female,High School,HR Manager,7,61875.48
31,Female,High School,Business Analyst,7,49588.51
23,Female,High School,Account Manager,1,25000
46,Male,Master's,Network Engineer,3,92967.61
58,Male,Master's,Full Stack Developer,29,174495.28
23,Male,Bachelor's,Product Manager,1,75649.48
45,Male,PhD,Project Manager,1,117107.41
34,Male,High School,Research Scientist,15,76011.84
56,Female,PhD,Data Engineer,20,169756.39
46,Female,PhD,Software Engineer,15,166754.53
30,Male,Master's,Account Manager,1,91381.14
36,Female,Master's,Software Engineer,8,118882.74
30,Male,Bachelor's,DevOps Engineer,6,86059.99
26,Male,High School,Financial Analyst,1,47563.84
19,Female,High School,Frontend Developer,1,46965.05
28,Male,Master's,Customer Service Manager,0,68467.95
65,Male,PhD,Operations Manager,17,143633.14
26,Female,Bachelor's,Customer Service Manager,0,52954.57
30,Male,Master's,Marketing Manager,5,95041.12
29,Male,PhD,Supply Chain Manager,1,92224.63
44,Male,PhD,Sales Manager,13,133670.43
47,Male,PhD,Project Manager,4,117397.43
26,Male,High School,Backend Developer,3,59254.97
19,Female,High School,Machine Learning Engineer,0,54791.3
34,Female,PhD,HR Manager,5,108681.59
56,Male,PhD,Data Scientist,22,183636.06
24,Female,Bachelor's,Network Engineer,0,65348.38
36,Female,PhD,HR Manager,1,89814.9
62,Male,PhD,UX Designer,1,91612.22
19,Female,High School,Financial Analyst,0,42638.61
43,Male,Bachelor's,Software Engineer,18,118176.37
33,Male,PhD,Content Writer,1,73173.77
38,Male,PhD,Product Manager,2,127908.29
34,Male,High School,Content Writer,15,79546.97
59,Male,PhD,Product Manager,9,155970.25
41,Male,Master's,Full Stack Developer,13,132326.88
23,Male,High School,Full Stack Developer,4,59948.89
39,Male,Master's,Marketing Manager,13,107394.1
41,Male,Bachelor's,Sales Manager,9,77989.55
28,Female,PhD,Sales Manager,0,102463.42
39,Male,Bachelor's,Supply Chain Manager,2,72881.12
26,Female,High School,Full Stack Developer,4,49410.31
46,Male,Bachelor's,HR Manager,19,98677.2
44,Male,Master's,Marketing Manager,3,82566.4
54,Female,PhD,Account Manager,2,100565.8
22,Female,High School,Customer Service Manager,2,25000
58,Male,Master's,Machine Learning Engineer,22,163680.69
28,Male,High School,Sales Manager,8,57622.79
62,Female,PhD,Supply Chain Manager,25,154481.35
44,Female,PhD,Data Engineer,15,150093.94
36,Female,PhD,Machine Learning Engineer,3,157969.76
43,Female,Master's,Software Engineer,14,132404.2
50,Male,Bachelor's,Operations Manager,26,124339.08
60,Male,Master's,Backend Developer,8,115056.81
26,Female,Master's,Operations Manager,0,77638.68
47,Male,Bachelor's,HR Manager,19,88948.74
38,Female,Master's,Data Engineer,4,95689.4
34,Male,High School,Financial Analyst,5,56115.76
48,Female,PhD,Sales Manager,8,129158.83
26,Male,Bachelor's,Supply Chain Manager,1,72869.39
37,Female,PhD,UX Designer,0,105215.2
22,Male,Bachelor's,Software Engineer,0,71551.17
43,Female,PhD,Frontend Developer,9,132011.66
18,Male,High School,Business Analyst,0,40626.19
30,Male,High School,Software Engineer,12,61684.57
30,Male,High School,Financial Analyst,9,55194.97
53,Female,Bachelor's,Supply Chain Manager,12,93624.16
30,Male,PhD,Research Scientist,1,106075.44
43,Male,Master's,Research Scientist,17,99662.02
43,Male,PhD,Software Engineer,1,142664.94
38,Female,Master's,Product Manager,3,111143.47
50,Male,Bachelor's,Data Engineer,2,65598.71
28,Female,High School,Customer Service Manager,1,31708.51
33,Male,Master's,Content Writer,0,69420.7
24,Female,Master's,HR Manager,0,72349.68
54,Female,PhD,UX Designer,0,105038.16
64,Female,PhD,Operations Manager,16,144690.43
55,Male,PhD,Customer Service Manager,14,111692.68
21,Male,High School,Business Analyst,0,46136.02
27,Male,Bachelor's,Marketing Manager,5,64321.96
54,Female,Bachelor's,Software Engineer,28,151454.31
24,Female,Bachelor's,Data Engineer,2,87323.51
33,Female,High School,Marketing Manager,8,44665.66
36,Female,Master's,Sales Manager,6,96608.7
44,Male,Bachelor's,Software Engineer,14,105194.1
35,Female,High School,Product Manager,4,58281.13
31,Male,High School,Content Writer,1,37777.91
27,Male,High School,Data Scientist,6,61076.32
32,Male,High School,Financial Analyst,9,70680.12
19,Male,High School,Research Scientist,0,44876.5
55,Female,Bachelor's,Data Analyst,9,95604.45
34,Female,Bachelor's,Data Analyst,2,67873.64
29,Male,Master's,Content Writer,1,78474.39
24,Female,Master's,Backend Developer,0,82812.84
38,Female,Master's,Project Manager,13,113190.94
35,Female,Master's,Backend Developer,2,100409.97
41,Male,Bachelor's,Product Manager,12,93566.22
29,Male,High School,Supply Chain Manager,7,49255.59
55,Female,Master's,Financial Analyst,9,96796.13
33,Male,High School,Sales Manager,13,85763.59
30,Male,Master's,Frontend Developer,5,96246.72
28,Female,PhD,Customer Service Manager,0,76317.48
50,Female,PhD,Marketing Manager,22,163470.74
32,Female,High School,Research Scientist,14,71941.98
60,Female,PhD,Full Stack Developer,17,162791.89
25,Female,Bachelor's,Software Engineer,1,74673.17
31,Female,High School,Data Engineer,1,25000
30,Female,Bachelor's,Business Analyst,3,55087.44
41,Female,Bachelor's,Supply Chain Manager,1,48789.69
63,Male,PhD,Marketing Manager,9,133368.4
28,Female,High School,Business Analyst,10,51185.58
44,Male,Bachelor's,Software Engineer,8,83347.71
45,Male,PhD,Network Engineer,9,140247.41
40,Male,PhD,Data Engineer,8,147112.32
51,Male,Bachelor's,Graphic Designer,7,60821.9
42,Male,Master's,Supply Chain Manager,16,121703.1
34,Female,High School,Operations Manager,16,79898.4
53,Male,PhD,DevOps Engineer,8,134086.87
21,Male,High School,Data Analyst,0,47208.47
36,Female,Master's,Data Analyst,10,121414.43
37,Male,Bachelor's,Customer Service Manager,0,41127.35
28,Female,PhD,Marketing Manager,0,108507.41
34,Male,High School,Data Scientist,12,78092.66
28,Female,Bachelor's,Research Scientist,4,78747.44
20,Female,High School,Data Scientist,0,52334.13
35,Male,PhD,Network Engineer,3,114676.14
34,Female,PhD,Network Engineer,4,114475.62
30,Female,High School,Graphic Designer,2,29731.05
34,Male,High School,Operations Manager,8,47508.38
61,Female,PhD,Software Engineer,21,163608.14
20,Female,High School,UX Designer,0,38382.18
18,Male,High School,Research Scientist,0,51695.8
61,Female,PhD,Marketing Manager,0,106485.09
25,Male,High School,Backend Developer,7,50622.52
31,Male,High School,Network Engineer,0,25000
30,Female,Bachelor's,Business Analyst,3,50746.31
59,Male,PhD,Full Stack Developer,7,137961.49
54,Male,PhD,Software Engineer,17,170865.42
40,Male,Bachelor's,Graphic Designer,17,90282.57
53,Male,Master's,Software Engineer,27,155050.78
38,Male,Bachelor's,Network Engineer,9,96570.58
32,Female,Bachelor's,Operations Manager,1,72516.3
30,Female,High School,Research Scientist,9,59204.49
58,Female,PhD,Frontend Developer,0,116311.13
28,Male,Master's,Financial Analyst,3,73670.92
33,Female,Master's,Data Scientist,1,93027.37
31,Male,High School,Machine Learning Engineer,4,67215.06
24,Female,High School,Data Scientist,1,53787.3
34,Male,Master's,Customer Service Manager,4,73702.3
30,Female,Bachelor's,Data Engineer,4,74841.67
25,Male,High School,Project Manager,0,49689.69
18,Male,High School,Data Scientist,0,40429.14
28,Male,Bachelor's,Machine Learning Engineer,2,74463.92
46,Male,PhD,Financial Analyst,12,140381.97
38,Male,Master's,Data Analyst,4,93984.5
26,Female,High School,Business Analyst,7,54279.29
53,Male,Bachelor's,UX Designer,27,115266.05
31,Male,Master's,Frontend Developer,2,92995.15
49,Male,PhD,Financial Analyst,3,105358.73
60,Female,PhD,DevOps Engineer,6,131040.33
33,Male,Master's,Network Engineer,6,96129.25
36,Female,Bachelor's,Software Engineer,11,89481.47
40,Female,Bachelor's,Network Engineer,9,83927.57
51,Female,Master's,Frontend Developer,24,121827.27
24,Male,Bachelor's,Frontend Developer,1,72884.6
34,Male,High School,DevOps Engineer,14,85804.11
44,Male,PhD,Full Stack Developer,15,159546.23
33,Female,High School,Financial Analyst,10,62806.58
23,Female,High School,Data Analyst,3,51097.74
53,Male,Master's,Machine Learning Engineer,21,149526.8
23,Male,High School,UX Designer,4,45948.31
37,Male,PhD,Research Scientist,7,144830.32
26,Female,Master's,Backend Developer,1,96245.15
41,Female,PhD,Data Analyst,2,110650.37
43,Female,Bachelor's,Full Stack Developer,6,82706.62
35,Female,Bachelor's,Supply Chain Manager,8,79911.53
31,Male,PhD,Business Analyst,3,88592.53
65,Male,PhD,Data Scientist,14,161248.03
47,Female,Master's,Software Engineer,7,113962.58
52,Female,Bachelor's,Supply Chain Manager,6,74238.92
28,Female,High School,Backend Developer,9,79462.09
36,Female,Master's,Backend Developer,10,114598.46
31,Female,PhD,Full Stack Developer,3,129202.68
49,Male,Bachelor's,Operations Manager,27,118123.65
25,Male,High School,Sales Manager,4,31044.61
51,Male,Bachelor's,Sales Manager,23,117549.99
23,Male,High School,Full Stack Developer,1,58792.76
51,Female,PhD,Backend Developer,20,176937.24
33,Female,High School,Sales Manager,3,50505.59
31,Female,Master's,Research Scientist,4,102350.6
64,Male,PhD,Data Scientist,35,202348.68
65,Male,PhD,Operations Manager,0,113185.57
33,Male,Bachelor's,Supply Chain Manager,0,40322.2
21,Male,High School,Graphic Designer,2,47073.32
45,Male,PhD,Data Scientist,15,164151.32
32,Male,High School,HR Manager,7,53348.99
30,Female,High School,Network Engineer,3,54852.6
19,Male,High School,HR Manager,1,39292.16
48,Female,Bachelor's,Sales Manager,26,122595.09
29,Male,Bachelor's,Operations Manager,7,81728.01
52,Male,Master's,Research Scientist,13,128169.54
30,Female,High School,Business Analyst,12,66939.92
23,Female,High School,Product Manager,2,46974.32
30,Male,Bachelor's,Network Engineer,7,75413.02
39,Male,PhD,Sales Manager,8,122912.95
42,Male,PhD,Project Manager,5,114540.44
31,Female,PhD,Customer Service Manager,1,76225.64
34,Male,Master's,Research Scientist,7,111374.26
46,Female,Master's,Business Analyst,6,85731.78
25,Male,Master's,Data Engineer,1,88388.56
47,Female,PhD,Supply Chain Manager,0,92150.61
29,Male,PhD,Research Scientist,0,114231.09
21,Male,High School,Sales Manager,1,40506.58
43,Male,Master's,Business Analyst,7,99213.41
58,Male,Master's,Sales Manager,2,89707.03
37,Male,Bachelor's,Software Engineer,6,82100.2
37,Male,Bachelor's,Data Scientist,11,106145.66
46,Male,Master's,Account Manager,1,80128.32
43,Female,Bachelor's,Customer Service Manager,9,68397.4
65,Female,PhD,Customer Service Manager,32,158847.37
34,Male,Bachelor's,HR Manager,12,89729.85
47,Female,Bachelor's,Marketing Manager,5,68278.88
35,Female,High School,Operations Manager,0,36538.84
29,Female,Bachelor's,Network Engineer,2,58305.29
29,Male,Master's,Frontend Developer,1,91257.22
48,Male,PhD,Data Scientist,19,162640.61
22,Female,High School,Machine Learning Engineer,1,54436.34
47,Male,Master's,Data Analyst,8,111180.84
30,Female,High School,Content Writer,2,37498.6
49,Male,PhD,Operations Manager,19,150221.51
33,Female,Bachelor's,Data Analyst,6,74431.71
38,Female,Master's,Marketing Manager,11,106489.01
45,Female,PhD,Marketing Manager,15,137289.01
44,Male,PhD,Marketing Manager,12,126206.92
31,Female,High School,Network Engineer,1,42852.11
39,Male,Bachelor's,Business Analyst,10,83503.72
24,Male,High School,Data Analyst,1,37486.18
46,Female,Master's,Product Manager,0,98349.23
37,Male,Master's,Product Manager,11,117968.55
25,Female,Bachelor's,Operations Manager,3,63395.02
36,Female,PhD,Account Manager,4,107893.34
32,Male,Master's,Data Engineer,2,97481.49
38,Male,Bachelor's,Operations Manager,10,90522.24
27,Female,High School,Full Stack Developer,8,82106.87
31,Female,High School,Operations Manager,7,55999.1
32,Female,Bachelor's,DevOps Engineer,9,99190.98
29,Male,High School,Sales Manager,9,52424.83
51,Male,Master's,Data Engineer,8,124461.06
56,Male,Master's,Supply Chain Manager,22,113010.55
51,Female,Master's,Marketing Manager,22,131968.13
39,Female,PhD,Machine Learning Engineer,0,121346.35
45,Male,Bachelor's,Network Engineer,9,87054.74
47,Female,Master's,Sales Manager,2,79121.06
24,Male,Master's,DevOps Engineer,0,95818.71
38,Female,PhD,Sales Manager,4,104854.9
35,Male,Master's,Data Analyst,10,105825.04
32,Female,Bachelor's,Data Analyst,3,65563.96
18,Female,High School,Sales Manager,0,46904.28
30,Female,PhD,Machine Learning Engineer,0,150916.76
27,Female,Master's,HR Manager,2,80027.77
26,Female,Bachelor's,Content Writer,3,63827.97
